Ensembl_ID,HVG_score,DE_global_score,PCA_combined_score,HVG_norm,DE_norm,PCA_norm,Combined_score,Combined_score_prob
ENSMUSG00000031714,4.3233175,0.5463951,0.0033743375444516,0.8248677559577161,0.08477902267854767,0.8080710794141067,1.7177178580503705,8.637620404903045e-05
ENSMUSG00000037625,3.2047396,37.932293,0.003240032768265,0.7109746169778804,0.2271586023428402,0.7759079565466578,1.7140411758673784,8.619132045538719e-05
ENSMUSG00000029309,3.89038,13.150646,0.0033393053546071,0.7807862388304041,0.13278075718083124,0.7996816188284387,1.713248614839674,8.615146617272402e-05
ENSMUSG00000032766,3.6799862,9.151473,0.0034914895040175,0.7593640291623106,0.11755040020858935,0.8361264693761534,1.7130408987470533,8.614102107691486e-05
ENSMUSG00000040624,3.6329954,0.11306675,0.0036495588638645,0.7545794453481894,0.08312874511948919,0.8739807020154637,1.7116888924831424,8.60730348425168e-05
ENSMUSG00000030287,3.767685,4.0715547,0.0035260829795513,0.768293484693986,0.09820415809832704,0.8444108672627917,1.7109085100551047,8.60337929661373e-05
ENSMUSG00000056515,4.4804034,-1.348927,0.00330885005377,0.8408621773033125,0.07756092229619883,0.7923882253200215,1.7108113249195327,8.602890596850765e-05
ENSMUSG00000020023,3.7607489,0.050958943,0.0035910209995897,0.767587253861714,0.08289221519908486,0.8599621348838482,1.710441603944647,8.601031438536828e-05
ENSMUSG00000032554,3.7244675,0.15380162,0.0036044367259814,0.7638930967247073,0.08328387884621664,0.8631749145670727,1.7103518901379968,8.600580308682591e-05
ENSMUSG00000026173,2.0894134,143.57773,0.0020180564877033,0.5974125647466931,0.6294962151439091,0.48327075950306053,1.7101795393936627,8.599713635323469e-05
ENSMUSG00000026126,1.8093703,199.91588,0.0012394377517159,0.5688986921691606,0.8440531086955779,0.29680821674384644,1.709760017608585,8.597604051427541e-05
ENSMUSG00000034353,1.8337765,111.28374,0.0026362854408792,0.5713837213553885,0.5065085385022611,0.6313233779265798,1.7092156377842294,8.594866613345476e-05
ENSMUSG00000025986,0.8010392,172.80441,0.0020898856513505,0.46623083675203625,0.7408024200801501,0.5004723087066509,1.7075055655388371,8.586267439242795e-05
ENSMUSG00000055567,-0.5652542,153.5845,0.0029715430436769,0.32711540805151207,0.6676057641029365,0.7116104070047361,1.7063315791591847,8.580363996683565e-05
ENSMUSG00000052331,1.3493547,168.45914,0.0019126929245868,0.5220600941030872,0.7242539953831506,0.45803843849044173,1.7043525279766796,8.570412250070326e-05
ENSMUSG00000050953,3.7311225,0.0815469,0.0035718280094419,0.7645707060712811,0.08300870565952796,0.8553658240314348,1.7029452357622439,8.563335618777182e-05
ENSMUSG00000025997,1.5221839,152.05264,0.0020884291212951,0.5396574917410825,0.6617718642862749,0.5001235008945827,1.70155285692194,8.556333980047051e-05
ENSMUSG00000005125,3.748048,-0.060814675,0.0035587263255658,0.7662940534785587,0.08246653916501007,0.8522282508174188,1.7009888434609877,8.553497813352894e-05
ENSMUSG00000027339,2.973594,46.045773,0.0031494218454189,0.6874394676195947,0.2580577899216583,0.7542085775120436,1.6997058350532965,8.547046148692136e-05
ENSMUSG00000042807,-0.4917323,169.09937,0.0026637303666825,0.3346013774907095,0.7266922323497281,0.6378958509671002,1.699189460807538,8.544449537903684e-05
ENSMUSG00000058135,3.3275266,30.918482,0.003236051642642,0.7234767385162346,0.20044736847877961,0.7749545620643543,1.6988786690593685,8.54288670781894e-05
ENSMUSG00000031762,3.7719765,0.48352233,0.0035121178500058,0.7687304434484294,0.0845395794909352,0.8410665172688071,1.6943365402081718,8.520046411513628e-05
ENSMUSG00000049690,2.0330634,95.726974,0.0027364173681022,0.5916750310608285,0.4472625145083916,0.6553028339792315,1.6942403795484517,8.519562863372904e-05
ENSMUSG00000026074,0.9926533,183.75273,0.0017739274737143,0.48574090513600493,0.7824977460503784,0.424807079391431,1.6930457305778142,8.513555518058822e-05
ENSMUSG00000079671,1.2542013,230.0598,0.0009237236124302,0.512371614283663,0.9588525090072677,0.22120142939677065,1.6924255526877012,8.510436926042559e-05
ENSMUSG00000026163,0.29252866,126.183395,0.0029836643850939,0.41445450395936156,0.5632520363237479,0.7145132091565495,1.692219749439659,8.50940203528541e-05
ENSMUSG00000030064,3.5682414,5.490303,0.0035054340233306,0.7479862198593787,0.10360728596070291,0.8394658836600625,1.6910593894801442,8.503567113783975e-05
ENSMUSG00000018417,1.3142469,171.2342,0.0018178341908911,0.5184854324325174,0.7348224690199224,0.4353217995626757,1.6886297010151154,8.491349317616384e-05
ENSMUSG00000037999,3.6485333,15.003501,0.0033067631627565,0.75616150789757,0.13983712685221159,0.7918884595336959,1.6878870942834774,8.48761508674258e-05
ENSMUSG00000026193,2.5884655,150.59119,0.0015938149582956,0.6482258430918837,0.6562061122677744,0.38167398220858534,1.6861059375682435,8.478658461231743e-05
ENSMUSG00000025993,2.0902903,173.12471,0.0014434202016446,0.5975018503418863,0.7420222431131145,0.34565765297495066,1.6851817464299514,8.474011125118465e-05
ENSMUSG00000017009,3.0063198,41.862843,0.0031382461210346,0.6907715950356883,0.24212761708594963,0.7515322304251344,1.6844314425467724,8.470238188776881e-05
ENSMUSG00000034714,3.410194,0.003548296,0.0036285484665206,0.7318938989815913,0.08271165759927737,0.8689491609902444,1.6835547175711132,8.465829538366832e-05
ENSMUSG00000015305,4.195568,0.11024287,0.0032870877192772,0.8118603547225365,0.08311799072090559,0.7871766114217789,1.682154956865221,8.458790779598311e-05
ENSMUSG00000035131,1.7561351,85.50253,0.0029623850645653,0.5634783061305848,0.4083239809759096,0.7094172667773574,1.6812195538838517,8.454087064235037e-05
ENSMUSG00000025920,-0.93125063,219.69951,0.0019585011230088,0.2898498029755369,0.9193966227437959,0.46900852277200333,1.678254948491336,8.439179414581826e-05
ENSMUSG00000031425,4.5795846,-7.7529054,0.0032150211032778,0.8509607660522829,0.05317216065109713,0.7699181974558486,1.6740511241592286,8.418040297549619e-05
ENSMUSG00000003974,3.429143,17.313206,0.003301410662601,0.7338232783216703,0.14863335338469016,0.7906066501666917,1.6730632818730522,8.413072888817205e-05
ENSMUSG00000016918,0.32080808,224.58969,0.0013207432769827,0.4173339028034913,0.9380202699474846,0.316279151979428,1.6716333247304038,8.405882285927685e-05
ENSMUSG00000041235,3.2902706,27.869564,0.0031799441954695,0.7196833480104571,0.1888359404362584,0.761518027873785,1.6700373163205005,8.397856686878825e-05
ENSMUSG00000036833,2.5631123,64.75164,0.0028724818765397,0.6456443907574655,0.32929677655346423,0.6878873751030267,1.6628285424139564,8.361607047685942e-05
ENSMUSG00000016128,3.227607,9.198289,0.0034711388812052,0.7133029661847685,0.11772869316866198,0.8312529302472715,1.6622845896007021,8.358871756848132e-05
ENSMUSG00000045658,1.6193936,125.98864,0.0022908685322585,0.5495553431757372,0.56251033593416,0.548603412278996,1.660669091388893,8.350748152466301e-05
ENSMUSG00000029838,3.6054306,8.3891115,0.0032935305538295,0.7517728088167942,0.11464704049224456,0.7887195325687704,1.655139381877809,8.32294176302797e-05
ENSMUSG00000030605,3.7100453,1.8986794,0.0033445786609875,0.7624246342877192,0.08992903059692434,0.8009444629792294,1.653298127863873,8.313682935586171e-05
ENSMUSG00000008734,3.1944556,1.2700267,0.0035726327930612,0.7099275043527619,0.08753488434904667,0.8555585525044215,1.65302094120623,8.312289090189034e-05
ENSMUSG00000047180,2.2365155,194.85939,0.0008911179927894,0.6123904397069669,0.8247960903753974,0.213393080502169,1.6505796105845334,8.300012750920479e-05
ENSMUSG00000021010,3.746119,0.0,0.0033473982597928,0.7660976434966593,0.08269814435173264,0.8016196966186182,1.6504154844670103,8.299187435461918e-05
ENSMUSG00000010175,2.1860068,69.51692,0.0029029408133078,0.6072476647703346,0.34744475751669956,0.6951816393391932,1.6498740616262273,8.296464866702846e-05
ENSMUSG00000038855,3.0417168,71.712944,0.0024956642543959,0.694375702930605,0.3558080439860797,0.5976476098187878,1.6478313567354723,8.286193034595561e-05
ENSMUSG00000031775,3.1288235,0.47999054,0.0035865177985886,0.7032448710852546,0.08452612910445505,0.8588837145088799,1.6466547146985895,8.280276237946208e-05
ENSMUSG00000004151,3.7231514,0.0,0.0033329053415734,0.7637590919672278,0.08269814435173264,0.7981489525197575,1.644606188838718,8.269975134837645e-05
ENSMUSG00000048402,2.5354273,97.935585,0.0022746280370802,0.6428255155118016,0.4556737370143497,0.5447141608563799,1.6432134133825311,8.262971501706961e-05
ENSMUSG00000004558,3.8606641,-0.014265171,0.0032566870297014,0.7777605781870007,0.08264381720794564,0.7798962961430197,1.640300691537966,8.248324750774897e-05
ENSMUSG00000026080,-0.1506637,187.23514,0.0019799391443628,0.36932884122967474,0.7957600748927927,0.4741424706063358,1.639231386728803,8.242947704133972e-05
ENSMUSG00000026288,2.535941,118.63615,0.0019147327893913,0.6428778202332645,0.5345092848831456,0.4585269425049897,1.6359140476213998,8.22626631735686e-05
ENSMUSG00000006205,3.7209616,1.0992155,0.0032746783499418,0.7635361274372312,0.08688437096769082,0.7842048327406731,1.6346253311455952,8.219785949422525e-05
ENSMUSG00000048332,2.8532166,36.85676,0.0030733643028053,0.6751826905562975,0.22306256760630186,0.7359944219359329,1.6342396800985322,8.217846686034379e-05
ENSMUSG00000026090,-0.77495724,190.11429,0.0021694962025475,0.30576353128082495,0.8067249624524532,0.5195373338859262,1.6320258276192043,8.206714230690057e-05
ENSMUSG00000019899,3.355666,0.09535547,0.003432880855069,0.7263418805818961,0.08306129389473964,0.8220909508283486,1.6314941253049842,8.20404054202977e-05
ENSMUSG00000026519,2.5085008,71.46285,0.0026553595741194,0.6400838704223174,0.3548555918424451,0.6358912250904236,1.630830687355186,8.200704414885428e-05
ENSMUSG00000043496,3.091893,7.4161267,0.0034242234855589,0.6994846228548052,0.11094154792351463,0.8200176958990125,1.6304438666773322,8.198759269956994e-05
ENSMUSG00000071042,3.635031,-1.4630003,0.0033272723677677,0.7547867092979844,0.07712648820695046,0.7967999757092074,1.6287131732141422,8.190056401146367e-05
ENSMUSG00000051910,3.2117338,1.2931504,0.0034520810388086,0.7116867635281142,0.08762294810760853,0.8266889843922209,1.6259986960279438,8.176406532268155e-05
ENSMUSG00000027452,2.5857537,44.576576,0.0030268686079224,0.6479497287378584,0.2524625344094445,0.7248596969485774,1.6252719600958803,8.172752108413649e-05
ENSMUSG00000098234,-0.11859189,227.13794,0.0012649810438582,0.3725943796545488,0.9477249656819565,0.3029252891737241,1.6232446345102294,8.162557611823927e-05
ENSMUSG00000032517,3.6892934,0.12189338,0.003253460452444,0.7603116844155684,0.08316236025085806,0.7791235998643193,1.622597644530746,8.159304194027539e-05
ENSMUSG00000102331,-1.5169386,239.65793,0.0016495697425427,0.23021529619149642,0.9954058029422848,0.3950260611673864,1.6206471603011676,8.149496097603619e-05
ENSMUSG00000032908,0.8547539,133.414,0.0023228635677491,0.4717000452822246,0.5907889033898329,0.5562655393220641,1.6187544879941216,8.139978710995268e-05
ENSMUSG00000026748,2.794912,65.97815,0.0025676102806116,0.6692461403071251,0.33396778856770426,0.6148771451093663,1.6180910739841958,8.136642704233635e-05
ENSMUSG00000042312,2.9806437,34.14813,0.0029931579726539,0.6881572651568661,0.212747084428724,0.716786720433028,1.6176910700186182,8.134631266558395e-05
ENSMUSG00000022112,3.5925314,-0.03345096,0.0032664332032123,0.7504594176096832,0.08257075049758725,0.7822302963552163,1.6152604644624868,8.122408858757535e-05
ENSMUSG00000104238,2.3013654,238.44252,2.272536036948016e-05,0.6189934296941001,0.9907770639085816,0.005431608641304279,1.6152021022439857,8.12211538175429e-05
ENSMUSG00000026156,-0.16208498,207.83693,0.0015534519839193,0.3681659312254921,0.8742194503604613,0.37200791268357497,1.6143932942695285,8.118048254995912e-05
ENSMUSG00000045954,1.5088912,171.69415,0.0014056226961402,0.5383040345267773,0.736574131848558,0.3366059584028079,1.6114841247781433,8.103419367229308e-05
ENSMUSG00000055538,3.17538,-0.006638714,0.0034197520515324,0.7079852346530621,0.08267286162851546,0.8189468830353792,1.609604979316957,8.09397000096508e-05
ENSMUSG00000026393,2.5745487,86.89191,0.0022843835919292,0.6468088402737925,0.4136152632910516,0.547050407698507,1.607474511263351,8.083256847902384e-05
ENSMUSG00000025777,-1.9265294,216.5128,0.0021325933812932,0.18851093039876798,0.9072604308693726,0.5106998970660435,1.606471258334184,8.078211946068454e-05
ENSMUSG00000092274,3.72037,-2.7792623,0.003208265265595,0.7634758909699987,0.07211366677386993,0.7683003187501609,1.6038898764940295,8.065231353038658e-05
ENSMUSG00000027858,2.6052995,31.92633,0.003129763170748,0.6499398740070185,0.20428563324345972,0.7495007451712721,1.6037262524217502,8.064408562136863e-05
ENSMUSG00000004633,2.8631146,7.3971577,0.003408223639622,0.676190500821119,0.11086930682731638,0.8161860748253599,1.6032458824737952,8.061993000556181e-05
ENSMUSG00000033006,2.578678,-0.0812828,0.0036451387549002,0.6472292838913443,0.08238858883620397,0.8729221804070529,1.602540053134601,8.058443706430822e-05
ENSMUSG00000006782,3.3068717,0.006203782,0.0033269923966451,0.7213736651439513,0.08272177069008758,0.7967329286102791,1.600828364444318,8.049836403963343e-05
ENSMUSG00000024985,3.382331,-4.3623204,0.0033503945710583,0.7290568998495728,0.06608478530992751,0.8023372491146479,1.5974789342741482,8.03299364585434e-05
ENSMUSG00000097156,3.0306346,34.854763,0.0028758529605375,0.693247317911732,0.21543820902832653,0.6886946776569366,1.5973802045969951,8.032497179295557e-05
