Ensembl_ID,Combined_score_prob
ENSMUSG00000030287,0.0013045545551067044
ENSMUSG00000067879,0.001274512186944077
ENSMUSG00000025911,0.0012449111151405581
ENSMUSG00000031762,0.0012402283055703385
ENSMUSG00000030064,0.0012173505771400212
ENSMUSG00000029309,0.0012014129296753168
ENSMUSG00000033579,0.0011989448075938882
ENSMUSG00000031431,0.0011894130974773535
ENSMUSG00000032766,0.0011740559040995184
ENSMUSG00000025915,0.0011666013354260604
ENSMUSG00000004558,0.001138606009694125
ENSMUSG00000001911,0.0011346984978738862
ENSMUSG00000062209,0.0011225999690104526
ENSMUSG00000030235,0.0010940717158495828
ENSMUSG00000025900,0.0010902292294655584
ENSMUSG00000016128,0.0010756517719596671
ENSMUSG00000051910,0.0010489440791640976
ENSMUSG00000057715,0.0010489029745323207
ENSMUSG00000019899,0.0010111472196456233
ENSMUSG00000004892,0.000993363615205952
ENSMUSG00000019820,0.0009840362809778022
ENSMUSG00000043496,0.0009637223161391732
ENSMUSG00000079671,0.0009395193627213256
ENSMUSG00000055538,0.0009318110304770719
ENSMUSG00000004633,0.0009223549356498607
ENSMUSG00000061342,0.0008943035200510539
ENSMUSG00000092083,0.0008933023287869674
ENSMUSG00000021010,0.000889897769441265
ENSMUSG00000043456,0.000865994788678058
ENSMUSG00000027422,0.0008447444586900368
ENSMUSG00000004151,0.0008388134861269356
ENSMUSG00000039904,0.0008370821699540075
ENSMUSG00000024985,0.0008364246691185797
ENSMUSG00000006205,0.000833531151758931
ENSMUSG00000053007,0.000827604823906606
ENSMUSG00000030605,0.0008248966816168075
ENSMUSG00000047216,0.0008031867116743049
ENSMUSG00000092274,0.0008027148325689527
ENSMUSG00000033793,0.0008026229299671338
ENSMUSG00000085623,0.0007826047586095697
ENSMUSG00000089699,0.0007739422921137663
ENSMUSG00000022817,0.0007673987089083376
ENSMUSG00000086503,0.0007663421237314563
ENSMUSG00000071042,0.0007646613990550722
ENSMUSG00000032517,0.0007643328843976708
ENSMUSG00000006782,0.0007590991208160967
ENSMUSG00000027111,0.0007354658828383103
ENSMUSG00000037999,0.000726400923388187
ENSMUSG00000025932,0.0007236782460479372
ENSMUSG00000063297,0.0007214847001099994
ENSMUSG00000022425,0.0007191015085308661
ENSMUSG00000003974,0.000707850701783533
ENSMUSG00000030701,0.0007059532812833834
ENSMUSG00000021097,0.0007057189330712849
ENSMUSG00000029838,0.0006987982655049198
ENSMUSG00000098234,0.0006946945747094127
ENSMUSG00000041607,0.000684252561154664
ENSMUSG00000020774,0.0006841881663484248
ENSMUSG00000022112,0.0006786310565706527
ENSMUSG00000025920,0.000677160843740301
ENSMUSG00000024593,0.0006706588540747159
ENSMUSG00000045210,0.0006627591340516599
ENSMUSG00000043716,0.000662221026097518
ENSMUSG00000099032,0.0006590268647109975
ENSMUSG00000030310,0.0006568326674838375
ENSMUSG00000099827,0.0006525543360549827
ENSMUSG00000015090,0.0006482728539163955
ENSMUSG00000034903,0.0006442071232543661
ENSMUSG00000044033,0.0006423428784098506
ENSMUSG00000016918,0.0006398852947887925
ENSMUSG00000021750,0.0006348207454541922
ENSMUSG00000042686,0.0006303730858022214
ENSMUSG00000025777,0.0006298263060774674
ENSMUSG00000097893,0.0006216654321982671
ENSMUSG00000037625,0.0006177791324627795
ENSMUSG00000075284,0.0006098497303831956
ENSMUSG00000058135,0.0006062528313852242
ENSMUSG00000056763,0.0006019397387145542
ENSMUSG00000032841,0.0006016377836378021
ENSMUSG00000022799,0.000594980395532609
ENSMUSG00000101640,0.000590206852405527
ENSMUSG00000026830,0.0005832973382077133
ENSMUSG00000033845,0.0005736424289124906
ENSMUSG00000025917,0.0005723672984643702
ENSMUSG00000040759,0.0005715778629657451
ENSMUSG00000032702,0.0005698097084027733
ENSMUSG00000038349,0.0005686130278344811
ENSMUSG00000033813,0.000565123449253351
ENSMUSG00000039959,0.0005635615459665366
ENSMUSG00000025931,0.0005625999453193523
ENSMUSG00000025903,0.000561442425075201
ENSMUSG00000104328,0.0005573840260266165
ENSMUSG00000048022,0.0005503084706221517
ENSMUSG00000020591,0.000547164340111479
ENSMUSG00000025935,0.0005433345935951304
ENSMUSG00000044786,0.000536415521559451
ENSMUSG00000031785,0.0005304051494100611
ENSMUSG00000036019,0.0005295609038404488
ENSMUSG00000024810,0.0005209402407477105
ENSMUSG00000025905,0.0005204154155407612
ENSMUSG00000026249,0.00051906587150191
ENSMUSG00000026814,0.000518839494419641
ENSMUSG00000079658,0.0005159822668919417
ENSMUSG00000041670,0.0005155765939623357
ENSMUSG00000041235,0.0005154705376254742
ENSMUSG00000022885,0.0005095662734687405
ENSMUSG00000021596,0.000508394767343154
ENSMUSG00000030737,0.0005013304510457186
ENSMUSG00000039830,0.0005009866898261687
ENSMUSG00000036634,0.0004967228290326211
ENSMUSG00000087608,0.0004921855560587952
ENSMUSG00000028033,0.000489463053480417
ENSMUSG00000076439,0.0004874534693454197
ENSMUSG00000032440,0.00048688117965768715
ENSMUSG00000048537,0.00048341156549076765
ENSMUSG00000052062,0.00047755590361647787
ENSMUSG00000099683,0.00047722423921573744
ENSMUSG00000054252,0.0004745227875274404
ENSMUSG00000068748,0.00047403423797302596
ENSMUSG00000041859,0.00047051262353419804
ENSMUSG00000019873,0.0004704900684606888
ENSMUSG00000036949,0.0004704769123330864
ENSMUSG00000051285,0.00046911342808550965
ENSMUSG00000026923,0.00046746337302014374
ENSMUSG00000025939,0.0004646740175474703
ENSMUSG00000027339,0.00046421870109090155
ENSMUSG00000025779,0.00046416454746898067
ENSMUSG00000063458,0.0004603682241035112
ENSMUSG00000067813,0.0004540082697278536
ENSMUSG00000020422,0.0004535861827579643
ENSMUSG00000025937,0.0004515515123567566
ENSMUSG00000026527,0.0004483320310350694
ENSMUSG00000055643,0.0004481167571470559
ENSMUSG00000016087,0.0004479534780267802
ENSMUSG00000026158,0.00044763544275108286
ENSMUSG00000017009,0.0004468396143094652
ENSMUSG00000032281,0.0004404709422720883
ENSMUSG00000033569,0.00044009435983667167
ENSMUSG00000055148,0.00043944738129873557
ENSMUSG00000025907,0.00043779981697747824
ENSMUSG00000027858,0.0004341135060912529
ENSMUSG00000025584,0.0004327958340591641
ENSMUSG00000046101,0.000431345808329852
ENSMUSG00000007872,0.0004295708532436591
ENSMUSG00000025925,0.00042721331157998373
ENSMUSG00000005886,0.0004270971202995537
ENSMUSG00000017390,0.0004262210635430896
ENSMUSG00000037166,0.00042449345705323485
ENSMUSG00000102121,0.0004234166489140063
ENSMUSG00000073680,0.0004230063526285502
ENSMUSG00000025938,0.00042244163572282325
ENSMUSG00000097797,0.0004206966788918915
ENSMUSG00000048120,0.00041951137393828145
ENSMUSG00000090031,0.00041934915926792444
ENSMUSG00000033577,0.00041910353701067816
ENSMUSG00000033306,0.00041824983358265346
ENSMUSG00000025933,0.0004166895821647547
ENSMUSG00000029484,0.0004123580843738643
ENSMUSG00000025940,0.00041229283753685283
ENSMUSG00000061024,0.0004113778091190116
ENSMUSG00000067851,0.0004104854310155704
ENSMUSG00000025780,0.0004091913434521805
ENSMUSG00000021025,0.000408791681066886
ENSMUSG00000041779,0.00040733149916151896
ENSMUSG00000039835,0.00040442693093251537
ENSMUSG00000022122,0.0004012775456209424
ENSMUSG00000057098,0.0004008691704461754
ENSMUSG00000032006,0.0003963581853648649
ENSMUSG00000042501,0.0003962269751767091
ENSMUSG00000024640,0.0003962085806934942
ENSMUSG00000026058,0.00039434629007558227
ENSMUSG00000024411,0.00039301747192563383
ENSMUSG00000109487,0.0003911218543100126
ENSMUSG00000026156,0.00039005709211686765
ENSMUSG00000022548,0.00038828609618598545
ENSMUSG00000048332,0.0003813333925723058
ENSMUSG00000042182,0.00038078106253966514
ENSMUSG00000050103,0.0003793260737971484
ENSMUSG00000031586,0.0003783959559189267
ENSMUSG00000010064,0.00037707399727813487
ENSMUSG00000100775,0.00037487284381384654
ENSMUSG00000102343,0.000372717290064951
ENSMUSG00000117091,0.0003704793709376506
ENSMUSG00000027016,0.00036716831141116716
ENSMUSG00000041809,0.00036699395038304345
ENSMUSG00000034165,0.0003667562444004329
ENSMUSG00000040430,0.0003653117467968459
ENSMUSG00000017754,0.0003643364934560002
ENSMUSG00000020486,0.00036346174876494635
ENSMUSG00000027500,0.00036185416191549186
ENSMUSG00000020524,0.0003595114050403966
ENSMUSG00000029212,0.0003593245049990962
ENSMUSG00000028128,0.0003578843321808361
ENSMUSG00000100280,0.00035539123978891327
ENSMUSG00000026154,0.00035372040915604425
ENSMUSG00000021709,0.00035370808652762306
ENSMUSG00000089941,0.00035346563298295974
ENSMUSG00000020099,0.00035047215647615707
ENSMUSG00000097970,0.00034875542356318145
ENSMUSG00000026141,0.0003486100773298814
ENSMUSG00000025774,0.0003482647471958009
ENSMUSG00000026255,0.00034705419980614056
ENSMUSG00000037509,0.0003420802675166668
ENSMUSG00000022272,0.0003416908365128167
ENSMUSG00000041872,0.00034119807705774443
ENSMUSG00000027452,0.0003411061762620681
ENSMUSG00000004110,0.00033912161022378855
ENSMUSG00000026126,0.00033726949114612405
ENSMUSG00000025776,0.0003363010556778462
ENSMUSG00000025912,0.00033555829295575727
ENSMUSG00000061751,0.00033490087191471595
ENSMUSG00000030994,0.00033456428765083585
ENSMUSG00000048411,0.00033455003249283695
ENSMUSG00000099498,0.0003331555027105092
ENSMUSG00000020263,0.0003330021510303812
ENSMUSG00000042745,0.00033156762820850806
ENSMUSG00000020811,0.0003312466507152325
ENSMUSG00000110080,0.0003311432721487651
ENSMUSG00000022790,0.0003305254663703085
ENSMUSG00000097934,0.00032611096465819697
ENSMUSG00000036192,0.0003241823282401008
ENSMUSG00000019978,0.0003229091942789988
ENSMUSG00000025921,0.00032087942090633717
ENSMUSG00000026153,0.00031911121760009616
ENSMUSG00000101476,0.00031901060782254967
ENSMUSG00000026131,0.00031899851126408117
ENSMUSG00000067795,0.00031869915478088796
ENSMUSG00000097156,0.00031746898447778093
ENSMUSG00000038855,0.0003161474249146425
ENSMUSG00000026147,0.0003158303549444499
ENSMUSG00000036095,0.00031559508368132885
ENSMUSG00000047180,0.0003133465175918877
ENSMUSG00000025927,0.0003132671731181831
ENSMUSG00000054493,0.0003126682215296275
ENSMUSG00000101314,0.0003117593038033448
ENSMUSG00000015243,0.00031161825208383655
ENSMUSG00000028351,0.00031075280350462023
ENSMUSG00000109887,0.0003106687027528282
ENSMUSG00000027803,0.00031023122907419533
ENSMUSG00000042312,0.00030998202994826163
ENSMUSG00000060988,0.00030940157745111806
ENSMUSG00000067780,0.0003086209856129474
ENSMUSG00000026587,0.0003085254261202832
ENSMUSG00000022018,0.0003080349796250251
ENSMUSG00000071176,0.000307487154945995
ENSMUSG00000033774,0.0003061665065516684
ENSMUSG00000026123,0.0003047675384156231
ENSMUSG00000101223,0.00030474892771100825
ENSMUSG00000025085,0.0003045575901582129
ENSMUSG00000025916,0.0003042688329210247
ENSMUSG00000059146,0.0003038339789006326
ENSMUSG00000085125,0.00030004719934674686
ENSMUSG00000100759,0.0002996872947646661
ENSMUSG00000041378,0.00029864257583931347
ENSMUSG00000104382,0.0002969090372421599
ENSMUSG00000045763,0.0002966770366932636
ENSMUSG00000042197,0.0002963333682364679
ENSMUSG00000026163,0.0002959234134533003
ENSMUSG00000075254,0.0002947549041352398
ENSMUSG00000039621,0.00029409616526326703
ENSMUSG00000057914,0.00029388276363362755
ENSMUSG00000107737,0.00029225652959134903
ENSMUSG00000087247,0.0002920935915843073
ENSMUSG00000039167,0.00029201392831577954
ENSMUSG00000035805,0.00028995811367363864
ENSMUSG00000055373,0.0002899568287392865
ENSMUSG00000019889,0.0002899332736275862
ENSMUSG00000037940,0.0002896010550287416
ENSMUSG00000053141,0.0002859165694166729
ENSMUSG00000055567,0.0002838649401361571
ENSMUSG00000040055,0.0002822131721385067
ENSMUSG00000052544,0.0002817288773479054
ENSMUSG00000117310,0.00027903392288025267
ENSMUSG00000036098,0.0002789384956288363
ENSMUSG00000070436,0.00027859868691613657
ENSMUSG00000026064,0.0002779969869226705
ENSMUSG00000073725,0.0002773462752968382
ENSMUSG00000087199,0.0002758968082928837
ENSMUSG00000061232,0.00027566820821922747
ENSMUSG00000026125,0.00027410381311116666
ENSMUSG00000038668,0.0002740516407464374
ENSMUSG00000060716,0.00027381704701308124
ENSMUSG00000025930,0.00027296679043671085
ENSMUSG00000041540,0.0002728096057176829
ENSMUSG00000035131,0.0002720923764244648
ENSMUSG00000045817,0.000271113538692197
ENSMUSG00000016150,0.0002707417215938769
ENSMUSG00000042284,0.0002702561480311231
ENSMUSG00000039809,0.00026849276016903563
ENSMUSG00000034663,0.000268272715958418
ENSMUSG00000026110,0.00026766984534965427
ENSMUSG00000038244,0.00026739722685614265
ENSMUSG00000099895,0.0002672089186452751
ENSMUSG00000040584,0.00026714952074128896
ENSMUSG00000011884,0.0002658776222357853
ENSMUSG00000032035,0.0002656324825969066
ENSMUSG00000026090,0.0002651657634935238
ENSMUSG00000024998,0.00026388271993294687
ENSMUSG00000004768,0.0002634929618171363
ENSMUSG00000025321,0.0002623152573158373
ENSMUSG00000026113,0.00026223068751742186
ENSMUSG00000026155,0.0002622228640633645
ENSMUSG00000040118,0.00026166963592754225
ENSMUSG00000018102,0.0002615347133743573
ENSMUSG00000032719,0.0002599796736124042
ENSMUSG00000037351,0.00025919822902733104
ENSMUSG00000036402,0.00025902436403873135
ENSMUSG00000042414,0.0002589342741012172
ENSMUSG00000078509,0.00025856511684696373
ENSMUSG00000049721,0.00025811156793494966
ENSMUSG00000037447,0.0002580249380849796
ENSMUSG00000023913,0.0002577997015243828
ENSMUSG00000042596,0.00025767009224644225
ENSMUSG00000025576,0.000255357992537769
ENSMUSG00000061576,0.00025450732263369266
ENSMUSG00000028645,0.00025416690622764735
ENSMUSG00000039217,0.0002540723797785366
ENSMUSG00000030237,0.0002531463108548357
ENSMUSG00000079018,0.0002531005054921921
ENSMUSG00000101514,0.0002523084507718865
ENSMUSG00000045216,0.0002519033957762867
ENSMUSG00000039087,0.0002515687227866029
ENSMUSG00000037529,0.00025037027017230074
ENSMUSG00000029648,0.0002502473837535307
ENSMUSG00000028373,0.0002494109304468827
ENSMUSG00000020101,0.00024886747227718416
ENSMUSG00000060675,0.0002487893529789287
ENSMUSG00000029622,0.00024872010650048423
ENSMUSG00000048874,0.00024810029089362984
ENSMUSG00000097589,0.00024779294769360094
ENSMUSG00000056158,0.0002472678266241747
ENSMUSG00000046337,0.00024703019057808394
ENSMUSG00000026077,0.00024684307983442207
ENSMUSG00000037138,0.00024629096373175225
ENSMUSG00000042215,0.00024554631854330694
ENSMUSG00000103067,0.0002455432470310566
ENSMUSG00000089982,0.0002451895140446459
ENSMUSG00000100053,0.0002451138904012088
ENSMUSG00000052684,0.00024440016923412116
ENSMUSG00000099343,0.0002441699341073944
ENSMUSG00000039533,0.00024409716393931382
ENSMUSG00000096992,0.00024409463446342945
ENSMUSG00000033278,0.0002439204292076411
ENSMUSG00000039007,0.00024347377070727615
ENSMUSG00000087589,0.00024298883366362278
ENSMUSG00000026581,0.00024287017982982482
ENSMUSG00000048814,0.0002424846549610447
ENSMUSG00000026134,0.00024172599681984282
ENSMUSG00000039960,0.0002415487146084243
ENSMUSG00000069833,0.00024139128261593964
ENSMUSG00000052387,0.00024081824550690282
ENSMUSG00000101711,0.00024063324521393452
ENSMUSG00000030307,0.00024050303003601145
ENSMUSG00000104002,0.00024003825743111224
ENSMUSG00000026080,0.00023997135136251865
ENSMUSG00000097744,0.0002394538964926716
ENSMUSG00000001143,0.00023846330659091385
ENSMUSG00000043931,0.00023841879916037314
ENSMUSG00000038872,0.00023833456052898237
ENSMUSG00000097171,0.0002380883618983604
ENSMUSG00000037470,0.00023744477923935982
ENSMUSG00000042751,0.0002371804476410482
ENSMUSG00000037235,0.000236346476106771
ENSMUSG00000037503,0.00023611241220986934
ENSMUSG00000030342,0.000236096130288174
ENSMUSG00000045967,0.00023572802075269635
ENSMUSG00000094966,0.00023549367283302492
ENSMUSG00000038235,0.00023520350602865376
ENSMUSG00000010175,0.00023431658038119597
ENSMUSG00000104201,0.00023411285432305604
ENSMUSG00000050967,0.00023410373360157748
ENSMUSG00000005583,0.00023334890570738838
ENSMUSG00000100868,0.00023235526418082964
ENSMUSG00000101227,0.00023197340387177845
ENSMUSG00000010453,0.00023191676279088485
ENSMUSG00000104417,0.00023185439825566595
ENSMUSG00000026087,0.00023023749991604993
ENSMUSG00000030209,0.00023021220808743222
ENSMUSG00000015839,0.00023007252813781457
ENSMUSG00000043760,0.00022968442074756018
ENSMUSG00000093966,0.00022900327581621443
ENSMUSG00000026824,0.00022888035840884185
ENSMUSG00000020598,0.00022871528196495613
ENSMUSG00000089787,0.00022856774167518966
ENSMUSG00000028655,0.00022850929312944677
ENSMUSG00000055322,0.0002274852411347736
ENSMUSG00000051504,0.00022741979149789741
ENSMUSG00000000560,0.00022724681696140913
ENSMUSG00000061518,0.00022707822073735507
ENSMUSG00000025934,0.0002270762068070651
ENSMUSG00000026069,0.00022707182882097655
ENSMUSG00000041923,0.0002264069394203589
ENSMUSG00000054675,0.00022624610565178334
ENSMUSG00000026112,0.00022597696675934954
ENSMUSG00000036833,0.00022586359950131353
ENSMUSG00000042111,0.00022520446480687228
ENSMUSG00000044447,0.000224781616998105
ENSMUSG00000026127,0.00022461211683744438
ENSMUSG00000102762,0.00022439446559307282
ENSMUSG00000059003,0.0002241387540330346
ENSMUSG00000112636,0.00022341493460132562
ENSMUSG00000102336,0.0002233245316686763
ENSMUSG00000075318,0.00022324291842790506
ENSMUSG00000060802,0.00022300460086115113
ENSMUSG00000070942,0.00022241888143858293
ENSMUSG00000021684,0.00022236571804961651
ENSMUSG00000025880,0.00022209827150415816
ENSMUSG00000032769,0.00022195345346958043
ENSMUSG00000060882,0.00022157880940215625
ENSMUSG00000026074,0.0002214462421735488
ENSMUSG00000022500,0.00022130659759159074
ENSMUSG00000091937,0.00022120468012967268
ENSMUSG00000015766,0.00022094192402819012
ENSMUSG00000003134,0.00022062919188990427
ENSMUSG00000060771,0.0002203493299371563
ENSMUSG00000026111,0.00022028396614183718
ENSMUSG00000051177,0.00022000580070193158
ENSMUSG00000102845,0.00021865028450194387
ENSMUSG00000022747,0.00021829333459230524
ENSMUSG00000045174,0.00021828038832353793
ENSMUSG00000029570,0.0002178805397702816
ENSMUSG00000067750,0.0002178554719400007
ENSMUSG00000099899,0.00021751798147770127
ENSMUSG00000020844,0.0002166859082627262
ENSMUSG00000036896,0.00021660660430174826
ENSMUSG00000086727,0.00021633549710362013
ENSMUSG00000026116,0.0002157858246563447
ENSMUSG00000074505,0.0002153125990379102
ENSMUSG00000000567,0.00021522352010003103
ENSMUSG00000106620,0.0002149034609983845
ENSMUSG00000045515,0.00021415686678720482
ENSMUSG00000022132,0.00021325785613336544
ENSMUSG00000020154,0.00021260964285118043
ENSMUSG00000026748,0.000212372565386792
ENSMUSG00000026121,0.0002120872722870398
ENSMUSG00000099971,0.00021187582507945274
ENSMUSG00000042246,0.00021174981381676185
ENSMUSG00000001138,0.00021150477315339891
ENSMUSG00000026068,0.00021131184794434996
ENSMUSG00000099906,0.00021099983114207242
ENSMUSG00000028581,0.0002092668672400666
ENSMUSG00000024812,0.00020909381367604528
ENSMUSG00000060424,0.00020890162852723386
ENSMUSG00000036908,0.00020800517887041656
ENSMUSG00000026888,0.00020798908990141005
ENSMUSG00000025283,0.0002074113939368337
ENSMUSG00000033208,0.0002070226813387984
ENSMUSG00000032503,0.00020665812013194297
ENSMUSG00000074637,0.00020616570630860147
ENSMUSG00000038393,0.00020608244703317486
ENSMUSG00000026959,0.00020602620934407704
ENSMUSG00000021071,0.00020600819093850482
ENSMUSG00000051331,0.00020591353799087825
ENSMUSG00000026082,0.00020537487051246214
ENSMUSG00000060371,0.0002053664191227827
ENSMUSG00000099503,0.0002052045446407126
ENSMUSG00000026070,0.00020505820450188687
ENSMUSG00000036887,0.00020472379370689545
ENSMUSG00000073702,0.00020450901022628257
ENSMUSG00000026078,0.00020374208716899498
ENSMUSG00000052336,0.00020316548963636953
ENSMUSG00000024500,0.0002027094448453808
ENSMUSG00000041907,0.0002025187820323627
ENSMUSG00000020709,0.0002015778606029788
ENSMUSG00000020614,0.00020137341137482542
ENSMUSG00000036815,0.00020112375567182787
ENSMUSG00000020704,0.0002010191259464333
ENSMUSG00000101714,0.00020101020587753724
ENSMUSG00000034751,0.00020054041629067888
ENSMUSG00000089914,0.00020004318505687822
ENSMUSG00000079655,0.00019994843372174472
ENSMUSG00000037432,0.00019992426782687022
ENSMUSG00000026117,0.00019897503748528107
ENSMUSG00000037408,0.0001987032600161091
ENSMUSG00000112439,0.00019835469178469128
ENSMUSG00000050121,0.00019820107648888294
ENSMUSG00000030247,0.00019797179797162892
ENSMUSG00000058153,0.00019770169039666987
ENSMUSG00000103708,0.00019743450323554698
ENSMUSG00000091712,0.00019722852554578414
ENSMUSG00000071856,0.00019676754747027317
ENSMUSG00000038094,0.00019655725040207848
ENSMUSG00000035104,0.00019644486499684495
ENSMUSG00000079610,0.0001962508212234101
ENSMUSG00000067773,0.00019591731454276154
ENSMUSG00000058297,0.00019554830937110835
ENSMUSG00000028176,0.00019509617724379832
ENSMUSG00000026072,0.00019487789126273246
ENSMUSG00000000149,0.0001947053391238403
ENSMUSG00000051437,0.000194677790026161
ENSMUSG00000026083,0.0001943009970173568
ENSMUSG00000026043,0.00019422697926227295
ENSMUSG00000079588,0.00019414751305079218
ENSMUSG00000104523,0.00019311134557446495
ENSMUSG00000020734,0.00019296422382551162
ENSMUSG00000110171,0.00019267229080724646
ENSMUSG00000041216,0.0001926408395868151
ENSMUSG00000101634,0.00019260039039145304
ENSMUSG00000057173,0.00019257897557849898
ENSMUSG00000100110,0.00019229498750491578
ENSMUSG00000097063,0.00019189614452522227
ENSMUSG00000036905,0.0001917952710449909
ENSMUSG00000020423,0.00019162108620310726
ENSMUSG00000040420,0.0001908598640447966
ENSMUSG00000058407,0.0001905440437482012
ENSMUSG00000056870,0.0001902005739558041
ENSMUSG00000000359,0.00018965790273419244
ENSMUSG00000022306,0.0001892624917623463
ENSMUSG00000025993,0.0001890480754650847
ENSMUSG00000053702,0.00018862498665025634
ENSMUSG00000001768,0.00018841050453946296
ENSMUSG00000100832,0.00018824120726209918
ENSMUSG00000033676,0.0001881240039006509
ENSMUSG00000105516,0.00018746136531478972
ENSMUSG00000008136,0.0001873336284360893
ENSMUSG00000027419,0.00018713991086109227
ENSMUSG00000098549,0.00018685227815909685
ENSMUSG00000044080,0.0001868326559233557
ENSMUSG00000026109,0.00018650206994824992
ENSMUSG00000034055,0.00018602474304090443
ENSMUSG00000102202,0.00018587395962063575
ENSMUSG00000025986,0.00018582774018690678
ENSMUSG00000058656,0.0001856150052722042
ENSMUSG00000019906,0.00018544432678279895
ENSMUSG00000053640,0.00018482597740373348
ENSMUSG00000026088,0.00018464921918000357
ENSMUSG00000086356,0.00018464319797477466
ENSMUSG00000038481,0.0001845807511344603
ENSMUSG00000024176,0.00018450441390358227
ENSMUSG00000018217,0.00018410197197255774
ENSMUSG00000085079,0.00018394854210318701
ENSMUSG00000066877,0.0001834623440155961
ENSMUSG00000029999,0.0001832077811749564
ENSMUSG00000051038,0.00018303933707063908
ENSMUSG00000048234,0.00018265152500468294
ENSMUSG00000004612,0.00018248602440389212
ENSMUSG00000031561,0.00018233900123910607
ENSMUSG00000057363,0.00018233273457396386
ENSMUSG00000032878,0.00018222716935451829
ENSMUSG00000110027,0.00018205405011858646
ENSMUSG00000021423,0.00018166204723381465
ENSMUSG00000102716,0.000181651680435658
ENSMUSG00000003279,0.0001809852062073167
ENSMUSG00000041078,0.00018092565343476625
ENSMUSG00000018654,0.00018052874882689253
ENSMUSG00000039264,0.00018022597829208854
ENSMUSG00000091318,0.00018014487821477163
ENSMUSG00000079157,0.00017999054337007074
ENSMUSG00000068373,0.00017991009470715532
ENSMUSG00000048163,0.0001796119139656813
ENSMUSG00000067653,0.00017885246084405705
ENSMUSG00000028519,0.00017881297897996663
ENSMUSG00000037996,0.0001787288056188975
ENSMUSG00000100185,0.00017845004292225158
ENSMUSG00000100538,0.000178177808906201
ENSMUSG00000061298,0.0001779048993403413
ENSMUSG00000054364,0.00017782216919083962
ENSMUSG00000026042,0.00017771242885257846
ENSMUSG00000034738,0.00017764975791249884
ENSMUSG00000017740,0.00017726009090892
ENSMUSG00000030579,0.0001772253089867012
ENSMUSG00000045150,0.00017694446048458455
ENSMUSG00000104237,0.0001761156572644445
ENSMUSG00000102416,0.00017535121591275493
ENSMUSG00000050217,0.00017532861017239607
ENSMUSG00000026124,0.00017512000437804032
ENSMUSG00000038642,0.0001747656660445945
ENSMUSG00000105606,0.00017454965277768192
ENSMUSG00000002489,0.0001745400300932436
ENSMUSG00000003934,0.00017437691644611597
ENSMUSG00000102279,0.00017431053864363588
ENSMUSG00000030495,0.000173943741769166
